[◁◁◁◁◁◁◁◁](./index.html)

|||Player|SS|
|:-|:-|:-|
|512|detestavel|96.77%|27919|6602|11|421|1006
|513|xChaseKx|98.57%|81471|6602|63|585|401
|514|Susten1|99.14%|31667|6600|68|603|788
|515|HikeKnight42|97.95%|41096|6600|13|382|1061
|516|Kuon|97.42%|51689|6597|2|182|1060
|517|Lumina|98.95%|61604|6591|270|1014|397
|518|- CatJAM -|98.70%|43177|6586|107|591|666
|519|[Goku]|99.29%|84031|6586|31|789|816
|520|Leoshinoya|98.97%|60408|6585|40|766|782
|521|Gutorente|99.31%|68907|6580|112|833|977
|522|GaRuBR|98.51%|35201|6576|36|540|540
|523|Ridley|99.04%|42516|6575|389|2636|2790
|524|sanbolinha|97.94%|23081|6574|14|362|509
|525|Cheetos CS|99.47%|28253|6572|71|356|512
|526|Pinguim|98.94%|109537|6567|83|1164|2069
|527|N1colasfps|96.36%|47389|6565|24|439|918
|528|Romalex|98.69%|47645|6564|34|687|654
|529|Nekoraw|99.28%|80176|6563|586|918|425
|530|Sterbenslvt|98.60%|49654|6561|2|139|553
|531|xxtatsuxx47|99.14%|58032|6558|164|616|431
|532|Black Hill|98.73%|52023|6553|27|417|529
|533|Made_in_Brasil|96.30%|63118|6551|7|209|414
|534|NaionPlays|98.53%|76051|6550|20|443|596
|535|Azryel|97.10%|20433|6550|29|314|481
|536|Marximelo|98.28%|59813|6547|11|452|724
|537|XxmitozixX|97.01%|31667|6545|11|307|701
|538|Yumie|99.22%|68308|6545|44|893|817
|539|Setsein|98.22%|73170|6538|82|887|1336
|540|Tatiyama|98.81%|112436|6534|90|1550|1992
|541|shhy|98.71%|66863|6533|30|339|553
|542|wtfdoud|98.73%|81980|6530|89|539|1162
|543|3111|99.15%|33234|6528|40|530|1849
|544|Chabirosa|99.17%|62399|6524|38|811|1121
|545|Azuos|99.55%|133364|6524|165|536|1242
|546|Coconutt|98.73%|93114|6523|38|777|1862
|547|oh dear|99.08%|43635|6519|31|641|843
|548|Dokhan|98.69%|71689|6516|27|486|564
|549|Sildao|98.69%|94723|6515|61|1586|1131
|550|lucasdessy|97.90%|49706|6510|25|301|869
|551|zicaneto|98.27%|63245|6508|59|389|1031
|552|Tobisawa|98.13%|80342|6508|135|1090|758
|553|DouGGlas|98.62%|62647|6507|43|632|567
|554|celowz|99.03%|80240|6502|146|2253|1194
|555|Sobakedo|98.54%|32574|6500|11|144|390
|556|francorno|98.19%|49928|6498|15|439|592
|557|barrschd|95.83%|39066|6496|11|105|189
|558|Micol|98.15%|38433|6495|23|509|424
|559|stablest|98.71%|124596|6494|14|456|559
|560|Minoxs|99.00%|91775|6489|44|631|922
|561|-Entropy-|99.26%|90161|6488|383|2087|2132
|562|PlayPen|98.58%|35332|6481|49|890|997
|563|Keer0|97.70%|28817|6480|95|422|697
|564|Marshall1237|99.23%|76009|6479|28|1205|1729
|565|xTj|98.70%|38784|6474|64|814|350
|566|Kyriony|98.52%|67561|6471|60|607|853
|567|momoyo-san|98.94%|100107|6470|25|767|684
|568|zarakisenpai|98.67%|44999|6468|32|305|186
|569|Lili Fanboy|96.56%|48956|6466|26|252|579
|570|PixelRafael|99.10%|60737|6465|29|522|408
|571|kireinasora-kun|98.83%|71006|6463|16|413|818
|572|Raidenario|96.56%|8021|6463|7|31|146
|573|DavzN|97.84%|20770|6463|43|427|677
|574|DigaoRD|97.68%|29571|6462|3|199|204
|575|[Yuzo]|98.04%|54356|6460|28|324|364
|576|xShielder|98.63%|52731|6460|66|834|832
|577|Magendo|99.05%|136070|6459|160|887|758
|578|Papa jones|98.72%|44444|6454|71|555|1009
|579|poyukeke|98.22%|56426|6451|12|203|125
|580|Hugobatistag|99.02%|37998|6446|40|387|763
|581|Reloaded810|98.76%|46420|6444|120|670|1162
|582|SemNickh|98.42%|93183|6444|151|845|606
|583|salame64|99.40%|60640|6442|187|868|762
|584|LeyDrenu|98.93%|70588|6441|17|409|625
|585|kakemac1111|98.31%|50738|6439|204|724|417
|586|RedSpyBR|98.43%|84130|6439|13|592|1158
|587|JKender|97.05%|32468|6438|75|268|282
|588|kalraken|98.60%|69897|6434|42|824|1935
|589|Axiey|97.75%|30443|6434|16|231|496
|590|jhonddr|98.68%|99851|6434|306|1630|881
|591|-howdy-|97.98%|72947|6433|33|718|1101
|592|No Clicker|97.04%|24580|6432|45|465|629
|593|Issundeiole|97.60%|61524|6429|8|310|1076
|594|Ncookie|99.01%|26662|6423|66|1131|1255
|595|gustavoghh|96.29%|96249|6419|48|805|452
|596|MrCakeBr|97.86%|28888|6419|11|230|480
|597|[ Roku ]|99.18%|35320|6418|34|394|530
|598|sarachine|99.21%|62673|6416|105|698|1052
|599|apolosenpai|99.34%|42038|6408|52|474|690
|600|Aineder|96.53%|110699|6408|24|387|780
|601|555Vitor|98.32%|25392|6405|15|473|721
|602|Kobek|99.07%|51581|6400|18|168|886
|603|Jik|98.91%|84758|6393|61|720|1612
|604|Ganimedes|98.55%|45986|6391|32|511|1125
|605|Tore|98.54%|62422|6390|18|414|962
|606|KunkSama|98.74%|95576|6389|34|1401|1639
|607|Menoussue|97.82%|74293|6388|37|711|1397
|608|Geru|99.13%|105482|6383|315|1523|1631
|609|- Lilith|96.70%|46606|6381|4|179|627
|610|Nexus-|99.03%|83582|6379|37|742|1539
|611|danilo5d|95.95%|24846|6378|21|283|378
|612|Jaum|99.19%|62382|6374|117|975|1068
|613|Mr Capuccino|97.25%|27299|6374|28|678|1106
|614|deftsu|99.17%|32170|6370|49|427|338
|615|Stailler|99.32%|103998|6370|123|947|1575
|616|TigaJun|97.92%|32333|6368|37|669|735
|617|- Lamp -|99.31%|71312|6363|258|1845|1987
|618|mere|98.35%|39534|6363|32|513|867
|619|Rayner|97.81%|29981|6361|23|402|511
|620|PizaB0Y|97.99%|30463|6359|7|176|534
|621|darke|97.29%|50523|6357|19|112|242
|622|esoragoto|99.63%|131043|6356|529|223|279
|623|Rafacar|98.94%|73379|6349|498|2278|893
|624|deidarasz|98.90%|59051|6346|33|549|789
|625|Katsutf|98.65%|96392|6346|44|908|1269
|626|Avaracia|97.79%|51313|6344|11|258|400
|627|WhisperOnn|98.74%|74685|6344|41|834|643
|628|Riloiro|99.29%|29564|6344|131|963|334
|629|Yuukii-san|97.85%|45979|6343|10|246|635
|630|Makawais|98.69%|202951|6341|514|1131|1166
|631|DoTrO|98.67%|52463|6340|25|343|1496
|632|HeBorn|98.53%|59539|6339|43|906|1054
|633|Kingri|99.16%|62361|6337|35|464|538
|634|iagoice|98.62%|117474|6337|46|520|1431
|635|Neko Nii-chan|98.91%|40388|6336|3|655|1160
|636|dragox6|98.44%|38554|6335|4|252|274
|637|-Yuyuko|97.48%|37927|6334|36|508|437
|638|TrygveBr|98.94%|27573|6334|16|270|579
|639|Cenoura0907|97.95%|54605|6332|13|251|444
|640|Valacauss|98.16%|37555|6331|46|474|633
|641|WarriorGamer99|97.57%|28488|6328|5|219|352
|642|Piratex|98.76%|59950|6327|37|491|749
|643|bes_1|98.40%|32517|6324|11|172|430
|644|McSenzala|98.57%|33553|6322|16|304|472
|645|Vopz|99.34%|81766|6322|138|1283|1381
|646|sqw123ju|98.70%|46362|6321|27|494|1051
|647|wobblu|99.24%|38362|6318|42|569|483
|648|AlpacaPiruleta|96.51%|57333|6318|36|206|269
|649|VERDAODEUS|96.67%|79458|6316|6|176|475
|650|Fmurata|98.98%|61572|6314|23|547|603
|651|Blackiez|99.50%|17531|6314|155|930|627
|652|delrio69|98.70%|39163|6304|9|334|583
|653|-Raiden-|95.39%|35761|6302|5|142|327
|654|nagalupus|98.82%|39391|6301|49|997|390
|655|BRGThiago|99.56%|47294|6298|117|668|536
|656|Jester2K|96.76%|33984|6297|5|179|382
|657|jaodeda|99.33%|83851|6296|326|634|414
|658|pedrojacks02|98.58%|43540|6295|21|686|588
|659|_Kyuri|98.61%|55855|6284|68|791|1896
|660|_Nagaaa|98.40%|53803|6283|9|266|338
|661|jmarcos02|97.82%|55465|6276|22|624|761
|662|ph1x|98.22%|45037|6269|16|218|268
|663|NortonBlue|98.48%|49691|6266|41|327|287
|664|Neymarcus|98.85%|56085|6265|29|693|723
|665|Wagakki|98.18%|59649|6265|84|880|1303
|666|January 25th|98.43%|54154|6259|22|1081|1327
|667|Shinoum|98.77%|46483|6255|20|261|534
|668|metangross|98.87%|61835|6250|39|1024|1219
|669|Liruz|98.67%|35002|6250|149|1327|1189
|670|Chaped|98.99%|58800|6249|36|376|1551
|671|antedeguemonn|99.56%|45129|6247|76|327|545
|672|ajzanfa|98.80%|24890|6244|28|316|568
|673|Solanastar|97.19%|39915|6244|5|185|376
|674|Carioca_|99.27%|114451|6242|157|1018|1384
|675|davidasilva123|98.92%|91625|6238|17|626|715
|676|s0nolento|99.22%|113628|6237|50|705|372
|677|Ghost_Potato|98.83%|40353|6236|22|311|751
|678|Moriuchi1527|98.85%|7582|6235|2|64|190
|679|TheFireStormV|99.08%|46277|6235|43|409|589
|680|chsedd|98.05%|33952|6235|14|218|281
|681|Im Striker|95.76%|83864|6232|4|319|349
|682|GabiBoltZ|98.09%|24527|6231|30|644|658
|683|Toxyri|97.94%|81916|6229|22|535|1496
|684|Marduk|98.87%|34263|6228|37|619|888
|685|-gigi|99.22%|56334|6225|30|561|709
|686|Leo Cry|99.47%|49236|6221|184|1496|1652
|687|Gowtheer|98.37%|37424|6221|15|284|439
|688|-Number|98.36%|60980|6219|25|974|1769
|689|-Miiro-|98.65%|88446|6218|54|675|366
|690|xXGordinNubinXx|98.74%|35325|6215|17|448|564
|691|Denkigai|98.79%|66322|6215|23|630|1366
|692|AlosOnDanse|98.93%|48785|6213|51|382|783
|693|Lion1536|99.25%|60559|6213|88|720|441
|694|powerstream89|98.81%|56696|6211|103|1250|1709
|695|DinhooS|99.06%|75438|6203|30|1030|201
|696|-LF-|97.85%|53086|6202|3|71|261
|697|D0UG|99.02%|54350|6194|269|921|1043
|698|RafaExtreme|97.53%|33229|6190|19|506|528
|699|iMiingz|99.13%|51128|6180|107|838|955
|700|BlackStar341|99.10%|46468|6177|112|560|1407
|701|hopozin|98.58%|43110|6175|37|813|1330
|702|Raskii|99.08%|87493|6172|37|780|1120
|703|HUTZ49|98.84%|33324|6169|43|485|531
|704|Hillclimb|98.54%|50595|6166|87|521|1729
|705|-willpower|98.67%|67820|6166|33|673|1166
|706|Azen|97.07%|25104|6165|1|82|538
|707|yEnderCraft|98.26%|35429|6158|48|541|838
|708|-Heartless-|97.89%|61063|6157|18|1084|603
|709|sabamiso on osu|99.06%|42167|6157|31|553|703
|710|Bariton|98.53%|45412|6154|137|884|618
|711|Viruz|98.87%|40690|6152|63|920|1230
|712|casteloratimbum|97.39%|22644|6150|3|200|525
|713|harunya|98.54%|30371|6150|70|610|324
|714|rastsune|98.95%|36036|6148|24|114|550
|715|JP-Show|98.62%|32281|6145|19|476|848
|716|[O]nLy|99.26%|38876|6144|69|744|713
|717|ninjavenom|98.44%|48542|6140|13|635|1194
|718|_Flakes_|99.06%|38640|6139|13|423|694
|719|M - Jay|99.01%|133436|6139|128|1918|1624
|720|Pipomok|96.66%|65878|6138|6|137|546
|721|zfireee|98.78%|100738|6138|48|417|1069
|722|KiritoBadass|97.79%|41322|6134|90|930|585
|723|AdestraLhama|98.09%|21768|6129|5|368|1377
|724|Iago G Cruz|99.23%|93491|6122|51|919|790
|725|RevereNeo|96.64%|26331|6121|36|457|750
|726|My Angel-Koishi|97.92%|32025|6120|166|303|1130
|727|negobola|98.74%|65176|6118|26|424|689
|728|[Akemi Hime]|96.96%|62036|6118|26|784|898
|729|JABIRIGUIBARETO|99.17%|50109|6118|156|851|1019
|730|LeoOdrano|98.62%|64218|6117|40|360|1078
|731|thacer|99.36%|19755|6115|112|495|735
|732|Kento|98.89%|61261|6112|52|595|508
|733|Roseeeh|98.20%|65470|6110|56|293|672
|734|Onk|97.46%|50546|6110|38|366|363
|735|picel|99.01%|34102|6109|65|473|680
|736|-Danns|98.74%|126663|6107|91|1021|1212
|737|TriksGame|99.14%|61166|6106|203|1409|1157
|738|BKGsyfi|98.25%|44880|6105|17|645|896
|739|suupergoku|99.01%|65046|6105|52|510|1304
|740|LioHeraclesun|99.14%|65694|6104|34|756|690
|741|Moffle|98.45%|37012|6103|111|635|1029
|742|- Blackstet -|99.14%|86813|6099|17|507|1303
|743|ShuNosh|98.35%|86294|6098|29|389|924
|744|Sileighty|98.75%|29325|6096|10|208|709
|745|Dinnerboins|98.51%|18068|6087|73|825|612
|746|XxXpauloXxX|98.74%|50888|6085|23|345|628
|747|_Gui|98.54%|43168|6085|36|405|730
|748|Iucany|98.78%|33472|6081|10|283|722
|749|Yuichanx|97.81%|53168|6079|33|962|2401
|750|blueballoooon|99.70%|61110|6077|418|837|217
|751|opit|97.19%|43432|6076|47|376|688
|752|YuutaSakurai|98.65%|45870|6076|51|584|581
|753|D0PE|98.81%|57553|6076|21|493|920
|754|Fernzz|99.33%|77506|6075|89|476|439
|755|Gabriven|98.04%|74763|6071|25|542|442
|756|Otaru MeeM|98.82%|24839|6071|7|267|872
|757|zCoelhoGamer|97.30%|48944|6070|8|164|149
|758|MoonEater|98.64%|58782|6070|257|1850|897
|759|harukiweeb|97.84%|32032|6069|6|360|327
|760|autokratos|98.30%|11735|6067|17|181|377
|761|mihawkx|98.97%|38781|6067|25|424|1337
|762|VinnyynniV|97.39%|51174|6062|89|505|1391
|763|BattlePig|98.68%|35813|6060|25|404|1191
|764|beise|98.62%|51779|6058|14|262|624
|765|Kaneek0|98.18%|59289|6058|84|696|1135
|766|kaiserbr|98.96%|58006|6051|15|510|331
|767|Egfs|98.65%|54129|6049|45|289|403
|768|O p p a i s|98.63%|46059|6045|6|180|1104
|769|Kanexy|98.97%|58103|6045|52|729|579
|770|_Rk|97.44%|55268|6045|13|232|686
|771|supercazi|98.20%|43761|6044|24|603|840
|772|TakeitSlower|99.42%|18692|6043|64|205|185
|773|luscajooj|98.66%|34632|6043|24|557|831
|774|EdgyKing|98.88%|94515|6043|16|483|689
|775|miguel78921|99.13%|24766|6041|34|449|423
|776|YadomiYuu|98.30%|31533|6041|54|751|363
|777|- Pecas -|98.57%|42007|6041|22|269|649
|778|ItaloSM22|99.44%|53062|6039|50|479|971
|779|MLkFnz|98.37%|22404|6037|13|201|254
|780|AlideSama|97.29%|47073|6030|3|267|396
|781|_TheGamerBR_|97.85%|8862|6029|25|197|302
|782|Nacarato|98.65%|60380|6029|64|522|1294
|783|- Stax -|98.51%|38064|6027|15|317|426
|784|rth|99.27%|41735|6027|22|545|923
|785|lhn in osu|97.89%|31805|6024|20|190|392
|786|black seal|98.31%|59185|6020|6|303|681
|787|angelrawr|99.35%|26388|6019|53|549|1184
|788|nicas|99.20%|35655|6017|53|653|1599
|789|Dondos|96.92%|19105|6016|5|264|487
|790|locolu|99.06%|50380|6014|31|470|687
|791|Gabriel1042|98.70%|62265|6014|169|1326|572
|792|Eterno|98.59%|35173|6012|30|357|876
|793|LightGamer8|97.52%|113628|6011|29|368|484
|794|driguzera|99.23%|48270|6006|130|1011|643
|795|VeyHaru|99.01%|29929|6004|37|602|725
|796|jairocor|98.76%|96925|6004|163|2165|791
|797|ihncft|99.05%|41344|6003|170|1678|3077
|798|GaPje|98.55%|46823|6003|47|704|841
|799|Cilvao|98.39%|46487|6003|21|1090|1263
|800|Cnys|98.89%|57032|6003|96|1219|2047
|801|matmagc|98.67%|49817|6001|47|1491|1852
|802|Lirumin|97.25%|43787|6000|57|462|566
|803|Ksnone|98.05%|43851|5998|32|473|468
|804|[ Hope ]|99.29%|31017|5997|26|501|596
|805|tega no mac|98.95%|67241|5996|35|319|1406
|806|Batatin|98.40%|38453|5994|20|503|1147
|807|Splou|98.96%|41103|5992|15|325|1244
|808|KioPngh|99.28%|23386|5989|50|476|432
|809|N1ckzzzz|98.29%|34185|5988|28|248|488
|810|flower requiem|97.61%|39199|5987|0|121|483
|811|LucasBraga|96.73%|66594|5987|12|142|381
|812|FirexD|98.13%|97330|5981|8|236|385
|813|ZK4SH|98.81%|88773|5978|39|632|2531
|814|NeerooXD|98.38%|117923|5968|70|676|1078
|815|LikeaBossGames|98.49%|44428|5966|28|427|432
|816|Mintzer|96.49%|39766|5959|12|247|653
|817|keepbad|98.55%|77959|5955|20|493|1154
|818|Jukazin|96.76%|14607|5954|7|218|156
|819|andrehuk|98.78%|53510|5953|79|741|726
|820|-YUYU|98.73%|89341|5953|236|722|564
|821|Lolyn|99.39%|18215|5951|783|689|263
|822|Mookie|98.80%|94555|5948|22|115|439
|823|iFaasting|98.94%|39623|5947|57|421|626
|824|-Shirotora|98.13%|51162|5947|14|369|755
|825|podence|98.17%|33547|5945|7|318|644
|826|Kitoro|98.02%|100497|5941|261|1353|736
|827|RaPHa000|98.35%|59586|5941|11|161|421
|828|Sire saol|98.85%|139607|5940|59|385|732
|829|Mr_isoppor|98.20%|33426|5939|95|418|830
|830|QuaquePro|98.44%|66679|5936|12|337|577
|831|Mishinho|97.81%|20648|5934|4|334|1006
|832|zotoxeter|98.45%|28800|5933|16|222|816
|833|GabriC04|98.94%|37797|5933|11|229|324
|834|MrLalauzin|99.16%|24030|5928|23|267|380
|835|GameTimeGui|98.24%|12388|5926|5|134|143
|836|PNXK1ller|98.21%|48888|5924|14|212|652
|837|Devilnipo|98.70%|57644|5916|28|1079|3099
|838|subaco|97.61%|14225|5915|11|284|522
|839|SilasF4xy|99.38%|22842|5915|112|511|503
|840|Chey|98.64%|43705|5910|113|796|375
|841|Pones2|96.42%|52739|5904|41|526|527
|842|-Smine-|98.59%|66316|5903|55|1099|1236
|843|-Shake|98.51%|54324|5903|18|300|631
|844|skkrs|98.18%|46637|5902|25|307|451
|845|KobbyTFG|98.57%|70459|5897|11|257|687
|846|Abyduss|96.24%|28387|5894|2|204|177
|847|Askaik|97.45%|71386|5893|17|593|769
|848|Nyous|97.35%|115275|5890|31|765|1221
|849|Choosecake|98.79%|76089|5890|102|1007|1481
|850|necromancer|98.39%|63539|5890|22|488|659
|851|Fusyon|98.66%|77341|5880|14|368|684
|852|darken1|98.45%|77092|5879|44|1043|1789
|853|-Yukari|98.97%|74754|5876|21|393|552
|854|Healer|98.22%|96318|5876|41|791|1304
|855|Medzy|97.95%|43795|5875|9|461|595
|856|victorpenha|99.16%|59117|5866|16|389|678
|857|Andreibr123|99.28%|62529|5863|84|343|254
|858|CORCUNDA|97.93%|24658|5862|3|162|495
|859|- S h i z u r u|98.39%|50635|5860|22|370|448
|860|TafaBR|97.75%|24165|5860|12|140|120
|861|PESTE|98.09%|74125|5860|88|1001|1621
|862|FluffYzin|97.61%|38292|5859|18|192|724
|863|Mikky|97.75%|43735|5859|40|341|834
|864|fenix_revoluxon|98.98%|27443|5857|4|127|310
|865|Yone No Yuno|98.07%|48233|5856|37|347|786
|866|LuccksMC|99.02%|47771|5856|13|325|1044
|867|Augart|98.52%|53614|5853|78|818|1230
|868|MiniTet|97.49%|41326|5849|534|611|648
|869|im myself|99.19%|45736|5848|25|538|1565
|870|kasikawa|99.05%|37433|5844|26|481|850
|871|JapaneseGuy|99.43%|69290|5843|93|447|413
|872|CHIPRAUSKI|98.31%|24782|5841|4|328|647
|873|goats|97.16%|45879|5840|57|353|285
|874|JuGu|99.38%|20647|5840|86|476|809
|875|Jibou|99.21%|46433|5837|48|515|1125
|876|muuu|98.32%|21087|5832|42|428|328
|877|Sharpay|98.31%|38810|5823|18|161|160
|878|Ayw|97.71%|17426|5822|26|190|262
|879|HzeroH|97.97%|41771|5820|23|315|353
|880|sanjayubr|98.04%|58217|5820|2|194|564
|881|the osuler|96.38%|30627|5819|17|86|369
|882|Karl Marx|98.46%|37008|5818|17|190|388
|883|Kadran|97.77%|105389|5814|55|1195|1262
|884|SOMMS|98.91%|24555|5814|10|146|505
|885|thgamer000|98.96%|22645|5811|15|458|115
|886|Silver Eyes|98.52%|113465|5810|396|2285|784
|887|choco milk|99.02%|20589|5806|104|572|780
|888|Kaiden Mikami|97.98%|28913|5804|50|714|598
|889|Tonhao|97.00%|47107|5803|15|213|626
|890|DoutorPastel|99.19%|32788|5802|16|400|1358
|891|Caio|97.83%|35605|5797|52|1069|1022
|892|Trickzord|98.20%|36741|5797|37|435|485
|893|CaveEternity2|97.84%|47157|5797|7|269|592
|894|joaoqcouto|98.60%|40224|5796|37|813|394
|895|taodead|99.24%|86984|5796|51|959|328
|896|[-nugnu-]|97.58%|66349|5794|6|335|337
|897|LooksLight|99.22%|19615|5794|27|477|359
|898|- Asta -|99.09%|28331|5792|10|425|618
|899|Lesirus|98.97%|50421|5789|12|280|612
|900|Escudeiro|96.16%|39837|5788|195|788|496
|901|xlRodrigo|97.70%|31991|5782|18|337|423
|902|xMelonpantsu|97.58%|26473|5778|15|308|991
|903|ForceFX|98.66%|53535|5777|16|289|329
|904|QuakUwU|97.67%|26547|5776|11|297|458
|905|kopimopi|98.45%|12843|5772|21|530|753
|906|Bikkie|98.95%|44309|5771|79|493|353
|907|theonix|98.16%|64433|5770|14|452|986
|908|otavios|99.29%|36780|5770|26|468|512
|909|thikfs|98.17%|49701|5769|37|554|1339
|910|kiachi|99.29%|55320|5769|45|663|1081
|911|- Arkin -|99.12%|33158|5768|21|269|394
|912|Daikinho|99.01%|49346|5768|19|371|585
|913|[ Neopolitan ]|98.97%|42592|5768|24|249|563
|914|Nicki-San|98.02%|51237|5766|10|297|743
|915|P-pudim|99.07%|54326|5765|100|637|728
|916|zLuiiz|98.41%|26291|5762|9|395|291
|917|rre4952|99.28%|39100|5762|40|493|968
|918|Fantasmapo|98.94%|20876|5759|36|216|529
|919|Classified vip|97.54%|27023|5758|22|299|407
|920|SaiderrrHD|98.55%|41202|5757|28|559|796
|921|Phylon_|98.58%|28617|5757|10|486|1275
|922|suspequiti|98.70%|45708|5757|73|955|1405
|923|Buduga1|99.00%|25235|5755|41|541|576
|924|stold|98.63%|56640|5754|21|279|843
|925|Mathizx|98.03%|24057|5753|15|216|635
|926|Chariot|98.69%|44213|5751|35|668|1183
|927|NinjaX1|98.44%|55697|5744|51|873|532
|928|PabloDS|99.18%|39231|5741|158|690|308
|929|TikaW|97.58%|82119|5730|9|262|640
|930|MateusCoxinha|97.35%|46005|5729|19|283|506
|931|Danieltron|97.43%|43598|5729|8|240|470
|932|Lovely Despair|98.59%|63159|5727|15|246|281
|933|Soltei Ue|98.43%|43228|5725|13|526|848
|934|ZuniXistren|98.44%|61226|5725|185|1131|1360
|935|esudesu|98.51%|8158|5723|28|223|364
|936|Leozek-|98.75%|45123|5721|13|259|334
|937|Kannah_BR|95.75%|24557|5721|20|270|387
|938|WasdL8|97.44%|71899|5715|19|412|426
|939|Daahraah|98.12%|59971|5707|76|476|573
|940|Trevo|98.82%|28491|5707|57|505|1318
|941|M a f u y u|98.98%|41299|5698|71|1060|1206
|942|macjack|98.80%|88694|5696|26|382|813
|943|senanz|99.30%|55713|5696|32|315|881
|944|MyLove|99.01%|74152|5693|211|1448|438
|945|Kisuni|98.40%|39446|5693|22|400|666
|946|Ninjaseanster|97.49%|20747|5692|13|308|563
|947|akayamura|96.99%|25615|5691|56|420|861
|948|-Holo|98.51%|74077|5691|9|525|1276
|949|vitorhelleet|98.13%|79906|5691|74|548|700
|950|My HDHR Sucks|99.25%|96448|5691|109|766|1692
|951|saalyx on osu|97.64%|22112|5690|9|229|457
|952|Pratasz|99.22%|48034|5690|62|627|461
|953|Domiuau|98.12%|51806|5690|26|409|847
|954|-Yagura|99.43%|41936|5687|93|734|865
|955|bieel|98.06%|43685|5686|14|528|481
|956|Illusion|97.95%|29216|5679|18|454|843
|957|apolin1Juro|98.72%|61181|5678|9|524|735
|958|-insomnia-|98.87%|36397|5676|15|371|1121
|959|PicaPau2|97.18%|31479|5676|21|707|509
|960|firemonstruoso|97.43%|27343|5673|2|209|525
|961|LTPHeky|98.93%|26046|5671|27|233|710
|962|Cartmanzin|98.73%|46027|5671|28|741|599
|963|mrdarkplays|99.33%|22011|5670|174|878|1040
|964|insyde|98.55%|21316|5670|23|395|706
|965|ladywarrior23|97.50%|42141|5669|24|724|761
|966|Slooopy|98.32%|52863|5667|30|943|1424
|967|JxEhlo|98.14%|50810|5666|39|505|724
|968|Kingnan|96.03%|82049|5665|18|317|515
|969|Dylaann23|97.97%|37070|5665|13|215|1105
|970|P1mBa|98.57%|28881|5665|14|518|435
|971|eghoist|96.17%|29400|5664|2|88|428
|972|MilkShakesonz|99.26%|54545|5661|22|452|523
|973|NelsonGomesNeto|99.45%|58037|5657|185|1489|172
|974|Cubzy|99.38%|33270|5657|37|350|100
|975|DraconBr|98.90%|37442|5656|32|386|328
|976|LordOfPao|98.44%|27075|5656|70|1460|735
|977|Smootysz|97.82%|36806|5655|17|215|272
|978|Meronyth|98.77%|68970|5655|40|1045|1848
|979|Lezinho|99.04%|48286|5654|32|483|1119
|980|rezzzz|98.60%|20193|5653|16|233|591
|981|Pintoso|98.75%|83198|5652|43|542|1503
|982|vTr|99.13%|35119|5652|24|369|525
|983|cristianmad98|99.45%|30936|5651|62|322|462
|984|BRIQUEZ23|98.77%|63176|5650|245|746|1039
|985|Julvins|99.06%|65994|5649|108|634|505
|986|ryumn|98.71%|53880|5648|4|447|846
|987|w23ie434|98.86%|30415|5647|20|213|311
|988|Potatolism|98.30%|67451|5647|4|390|467
|989|AndreSlayer12|98.05%|38506|5645|20|355|553
|990|realsoap|99.06%|49685|5643|5|161|360
|991|EPILEFii|99.04%|74696|5639|52|381|250
|992|Doooonnnn|97.36%|15995|5639|11|199|253
|993|ValloVal|98.13%|7906|5634|1|198|153
|994|MalandroDoOSU|99.08%|53126|5630|85|578|770
|995|Narya|95.59%|46557|5628|16|271|358
|996|Lhudo|98.55%|74525|5626|101|446|700
|997|Aetheris|98.45%|39636|5620|21|1502|995
|998|Stonaaz|99.27%|67496|5620|90|691|1348
|999|Italoo|99.16%|33138|5616|41|508|671
|1000|Metabolic|98.72%|27729|5616|6|283|382
